Año,Fecha,Mes,Dia de la semana,Día,Tema,Sub Tema,Línea,Estación
2014,1/1/14,1,Wednesday,1,Deficiencias en información,FALTA DE INFORMACION - SUBTE,B,PASTEUR
2014,1/1/14,1,Wednesday,1,Otros,RECLAMOS REFERIDOS A LA RED WIFI - SUBTE,H,SANTA FE
2014,1/2/14,1,Thursday,2,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,E,BELGRANO
2014,1/2/14,1,Thursday,2,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,A,CARABOBO
2014,1/2/14,1,Thursday,2,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,CARABOBO
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,José Hernández
2014,1/2/14,1,Thursday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,CONGRESO
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CONGRESO
2014,1/2/14,1,Thursday,2,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,B,MEDRANO
2014,1/2/14,1,Thursday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,Pueyrredón_b
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,Pueyrredón_b
2014,1/2/14,1,Thursday,2,Estaciones,FILTRACIONES - SUBTE,A,LIMA
2014,1/2/14,1,Thursday,2,Felicitaciones,TRATO Y ATENCION DEL PERSONAL - SUBTE,D,MINISTRO CARRANZA
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2014,1/2/14,1,Thursday,2,Venta ambulante,VENTA AMBULANTE - SUBTE,E,AVENIDA LA PLATA
2014,1/2/14,1,Thursday,2,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,OLLEROS
2014,1/2/14,1,Thursday,2,Seguridad,"ROBOS O ILICITOS EN VAGON, ESTACION O PASILLOS - SUBTE",H,CORRIENTES
2014,1/2/14,1,Thursday,2,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,H,CORRIENTES
2014,1/2/14,1,Thursday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,H,CORRIENTES
2014,1/2/14,1,Thursday,2,Accesos cerrados,ACCESOS CERRADOS - SUBTE,A,SAN PEDRITO
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,San José de Flores
2014,1/2/14,1,Thursday,2,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,San José de Flores
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PUAN
2014,1/2/14,1,Thursday,2,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,D,CATEDRAL
2014,1/2/14,1,Thursday,2,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,CATEDRAL
2014,1/2/14,1,Thursday,2,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,CATEDRAL
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/2/14,1,Thursday,2,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,D,SCALABRINI ORTIZ
2014,1/2/14,1,Thursday,2,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,D,SCALABRINI ORTIZ
2014,1/2/14,1,Thursday,2,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,General Urquiza
2014,1/2/14,1,Thursday,2,Estaciones,FILTRACIONES - SUBTE,E,General Urquiza
2014,1/3/14,1,Friday,3,Otros,PUBLICIDAD / LOCALES COMERCIALES,D,Congreso de Tucumán
2014,1/3/14,1,Friday,3,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,Congreso de Tucumán
2014,1/3/14,1,Friday,3,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,Congreso de Tucumán
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,1/3/14,1,Friday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,JURAMENTO
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,1/3/14,1,Friday,3,Emergencias,ASISTENCIA EN  EMERGENCIAS - SUBTE,Sin especificar,Sin especificar
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,EMILIO MITRE
2014,1/3/14,1,Friday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,OLLEROS
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,OLLEROS
2014,1/3/14,1,Friday,3,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,H,CORRIENTES
2014,1/3/14,1,Friday,3,Seguridad,"ROBOS O ILICITOS EN VAGON, ESTACION O PASILLOS - SUBTE",A,Plaza Miserere
2014,1/3/14,1,Friday,3,Venta ambulante,VENTA AMBULANTE - SUBTE,D,CATEDRAL
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,PLAZA ITALIA
2014,1/3/14,1,Friday,3,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,D,AGÜERO
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/3/14,1,Friday,3,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2014,1/3/14,1,Friday,3,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,1/4/14,1,Saturday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Congreso de Tucumán
2014,1/4/14,1,Saturday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Congreso de Tucumán
2014,1/4/14,1,Saturday,4,Accesos cerrados,ACCESOS CERRADOS - SUBTE,H,CORRIENTES
2014,1/4/14,1,Saturday,4,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,JUAN MANUEL DE ROSAS
2014,1/5/14,1,Sunday,5,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,VENEZUELA
2014,1/5/14,1,Sunday,5,Felicitaciones,INSTALACIONES Y SERVICIOS - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,A,CARABOBO
2014,1/6/14,1,Monday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Congreso de Tucumán
2014,1/6/14,1,Monday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,CALLAO_B
2014,1/6/14,1,Monday,6,Deficiencias en información,SEÑALETICA - SUBTE,B,CALLAO_B
2014,1/6/14,1,Monday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,LIMA
2014,1/6/14,1,Monday,6,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,D,TRIBUNALES
2014,1/6/14,1,Monday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,San José de Flores
2014,1/6/14,1,Monday,6,Accesos cerrados,ACCESOS CERRADOS - SUBTE,Sin especificar,Sin especificar
2014,1/6/14,1,Monday,6,Baños,MANTENIMIENTO DE BAÃOS - SUBTE,B,DE LOS INCAS
2014,1/6/14,1,Monday,6,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CONGRESO
2014,1/7/14,1,Tuesday,7,Seguridad,"ROBOS O ILICITOS EN VAGON, ESTACION O PASILLOS - SUBTE",D,CALLAO_D
2014,1/7/14,1,Tuesday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,CARLOS GARDEL
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,CARLOS GARDEL
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,ANGEL GALLARDO
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2014,1/7/14,1,Tuesday,7,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,B,URUGUAY
2014,1/7/14,1,Tuesday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,URUGUAY
2014,1/7/14,1,Tuesday,7,Estaciones,FILTRACIONES - SUBTE,C,AVENIDA DE MAYO
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,MINISTRO CARRANZA
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,MINISTRO CARRANZA
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,MINISTRO CARRANZA
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,TRIBUNALES
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,José María Moreno
2014,1/7/14,1,Tuesday,7,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,E,PLAZA DE LOS VIRREYES
2014,1/7/14,1,Tuesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,C,RETIRO
2014,1/7/14,1,Tuesday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,A,ACOYTE
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,AGÜERO
2014,1/7/14,1,Tuesday,7,Medios de pago,INCONVENIENTES EN BOLETERIA - SUBTE,D,BULNES
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Pueyrredón_d
2014,1/7/14,1,Tuesday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,SCALABRINI ORTIZ
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,1/7/14,1,Tuesday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,Echeverría
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,Echeverría
2014,1/7/14,1,Tuesday,7,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,JUAN MANUEL DE ROSAS
2014,1/7/14,1,Tuesday,7,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,Tronador Villa Ortuzar
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,1/7/14,1,Tuesday,7,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,1/7/14,1,Tuesday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,A,PLAZA DE MAYO
2014,1/7/14,1,Tuesday,7,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,A,PLAZA DE MAYO
2014,1/8/14,1,Wednesday,8,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,D,José Hernández
2014,1/8/14,1,Wednesday,8,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,José Hernández
2014,1/8/14,1,Wednesday,8,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,CALLAO_D
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,Leandro N. Alem
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,ANGEL GALLARDO
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,1/8/14,1,Wednesday,8,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,JURAMENTO
2014,1/8/14,1,Wednesday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,JURAMENTO
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,TRIBUNALES
2014,1/8/14,1,Wednesday,8,Accesos cerrados,ACCESOS CERRADOS - SUBTE,D,TRIBUNALES
2014,1/8/14,1,Wednesday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,E,PLAZA DE LOS VIRREYES
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PUAN
2014,1/8/14,1,Wednesday,8,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,H,CORRIENTES
2014,1/8/14,1,Wednesday,8,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,H,CORRIENTES
2014,1/8/14,1,Wednesday,8,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,9 DE JULIO
2014,1/8/14,1,Wednesday,8,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,E,AVENIDA LA PLATA
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2014,1/8/14,1,Wednesday,8,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,PLAZA ITALIA
2014,1/8/14,1,Wednesday,8,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,PLAZA ITALIA
2014,1/8/14,1,Wednesday,8,Otros,RECLAMOS REFERIDOS A LA RED WIFI - SUBTE,D,AGÜERO
2014,1/8/14,1,Wednesday,8,Demoras e Interrupciones,DEMORAS E INTERRUPCIONES - SUBTE,D,AGÜERO
2014,1/8/14,1,Wednesday,8,Venta ambulante,VENTA AMBULANTE - SUBTE,D,AGÜERO
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,AGÜERO
2014,1/8/14,1,Wednesday,8,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,D,AGÜERO
2014,1/8/14,1,Wednesday,8,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,D,BULNES
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,Sin especificar,Sin especificar
2014,1/8/14,1,Wednesday,8,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,VARELA
2014,1/8/14,1,Wednesday,8,Estaciones,FILTRACIONES - SUBTE,A,LIMA
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CONGRESO
2014,1/9/14,1,Thursday,9,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,D,Congreso de Tucumán
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DORREGO
2014,1/9/14,1,Thursday,9,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,DORREGO
2014,1/9/14,1,Thursday,9,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,DORREGO
2014,1/9/14,1,Thursday,9,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,MEDRANO
2014,1/9/14,1,Thursday,9,Felicitaciones,TRATO Y ATENCION DEL PERSONAL - SUBTE,B,MEDRANO
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,LIMA
2014,1/9/14,1,Thursday,9,Seguridad,DISTURBIOS - SUBTE,A,PIEDRAS
2014,1/9/14,1,Thursday,9,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PIEDRAS
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,JURAMENTO
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,CORRIENTES
2014,1/9/14,1,Thursday,9,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,C,RETIRO
2014,1/9/14,1,Thursday,9,Emergencias,ASISTENCIA EN  EMERGENCIAS - SUBTE,C,RETIRO
2014,1/9/14,1,Thursday,9,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,C,RETIRO
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CASTRO BARROS
2014,1/9/14,1,Thursday,9,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,CASTRO BARROS
2014,1/9/14,1,Thursday,9,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,A,SAN PEDRITO
2014,1/9/14,1,Thursday,9,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,A,SAN PEDRITO
2014,1/9/14,1,Thursday,9,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,A,Río de Janeiro
2014,1/9/14,1,Thursday,9,Estaciones,FILTRACIONES - SUBTE,A,Río de Janeiro
2014,1/9/14,1,Thursday,9,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE VAGONES - SUBTE,A,PRIMERA JUNTA
2014,1/9/14,1,Thursday,9,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2014,1/9/14,1,Thursday,9,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,A,PLAZA DE MAYO
2014,1/9/14,1,Thursday,9,Accesos cerrados,ACCESOS CERRADOS - SUBTE,A,PLAZA DE MAYO
2014,1/10/14,1,Friday,10,Accesos cerrados,ACCESOS CERRADOS - SUBTE,D,MINISTRO CARRANZA
2014,1/10/14,1,Friday,10,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,D,José Hernández
2014,1/10/14,1,Friday,10,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,José Hernández
2014,1/10/14,1,Friday,10,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,Congreso de Tucumán
2014,1/10/14,1,Friday,10,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Congreso de Tucumán
2014,1/10/14,1,Friday,10,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,Congreso de Tucumán
2014,1/10/14,1,Friday,10,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,D,Congreso de Tucumán
2014,1/10/14,1,Friday,10,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,CALLAO_B
2014,1/10/14,1,Friday,10,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,CALLAO_B
2014,1/10/14,1,Friday,10,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,CALLAO_B
2014,1/10/14,1,Friday,10,Medios de pago,INCONVENIENTES CON  TARJETA SUBE - SUBTE,B,CALLAO_B
2014,1/10/14,1,Friday,10,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DORREGO
2014,1/10/14,1,Friday,10,Medios de pago,INCONVENIENTES CON TERMINALES DE AUTOCONSULTA -SUBTE,B,ANGEL GALLARDO
2014,1/10/14,1,Friday,10,Falta de limpieza,FALTA DE HIGIENE EN SUBTE,B,CARLOS PELLEGRINI
2014,1/10/14,1,Friday,10,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,CARLOS PELLEGRINI
2014,1/10/14,1,Friday,10,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,CARLOS PELLEGRINI
2014,1/10/14,1,Friday,10,Accesos cerrados,ACCESOS CERRADOS - SUBTE,B,URUGUAY
2014,1/10/14,1,Friday,10,Inconvenientes con el personal,MALA ATENCION DEL PERSONAL A CARGO - SUBTE,B,URUGUAY
2014,1/10/14,1,Friday,10,Escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,URUGUAY
2014,1/10/14,1,Friday,10,Baños,FALTA DE BAÑOS - SUBTE,B,URUGUAY
2014,1/10/14,1,Friday,10,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,H,HUMBERTO PRIMO
2014,1/10/14,1,Friday,10,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,D,JURAMENTO
2014,1/10/14,1,Friday,10,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,JURAMENTO
